date_reported,date_occ,area_name,crime_cd_description,victim_age,victim_sex,premis_description,weapon_description,status_description,location,lat,lon,time,daytime,day_occured,day_reported,report_delay,report_delay_bin,case,victim
2021-07-08,2021-07-07,Northeast,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1400 n  alvarado                     st,34.0806,-118.2616,22:30:00,late night,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,no
2021-07-09,2021-07-09,Central,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",49,male,other store,no weapon,Invest Cont,600 s  broadway,34.0459,-118.2526,16:30:00,late afternoon,Friday,Friday,0 days,0 days,"crimes with firearms, bombs etc.",yes
2021-07-09,2021-07-04,N Hollywood,contempt of court,44,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Adult Other,4100    vineland                     av,34.1432,-118.3702,21:00:00,late night,Sunday,Friday,5 days,5 days,others,yes
2021-07-09,2021-07-01,77th Street,theft of identity,58,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,5900    west                         bl,33.9869,-118.3352,01:00:00,midnight,Thursday,Friday,8 days,8 days,burglary/theft/robbery,yes
2021-07-10,2021-07-10,Topanga,"assault with deadly weapon, aggravated assault",18,female,street,unknown weapon/other weapon,Adult Other,vanowen                      st,34.1938,-118.5975,23:00:00,late night,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-07-10,2021-07-06,West LA,"bunco, grand theft",24,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,1500 s  saltair                      av,34.0406,-118.4619,08:00:00,morning,Tuesday,Saturday,4 days,4 days,burglary/theft/robbery,yes
2021-07-11,2021-07-11,West Valley,trespassing,0,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,19100    sherman                      wy,34.2012,-118.5469,10:00:00,morning,Sunday,Sunday,0 days,0 days,trespassing,yes
2021-07-11,2021-07-11,Hollenbeck,battery - simple assault,26,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,200 n  chicago                      st,34.0462,-118.2114,02:30:00,midnight,Sunday,Sunday,0 days,0 days,battery/assault,yes
2021-07-11,2021-07-10,Hollywood,"vandalism - felony ($400 & over, all church vandalisms)",31,male,street,unknown weapon/other weapon,Invest Cont,5900    barton                       av,34.088,-118.3223,08:30:00,morning,Saturday,Sunday,1 days,1 days,vandalism,yes
2021-07-12,2021-06-11,Van Nuys,theft plain - petty ($950 & under),38,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Adult Arrest,15500    erwin                        st,34.183,-118.4702,10:22:00,morning,Friday,Monday,31 days,1 months,burglary/theft/robbery,yes
2021-07-13,2021-06-21,Rampart,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,"vehicle, passenger/truck",no weapon,Invest Cont,600 s  alvarado                     st,34.0593,-118.275,05:51:00,early morning,Monday,Tuesday,22 days,22 days,vandalism,no
2021-07-13,2021-07-12,Wilshire,criminal threats - no weapon displayed,32,male,single family dwelling,verbal threat,Invest Cont,1200    arlington                    av,34.0495,-118.3215,07:45:00,morning,Monday,Tuesday,1 days,1 days,threats,yes
2021-07-14,2021-07-14,West LA,document forgery / stolen felony,58,male,single family dwelling,no weapon,Invest Cont,9300    airdrome                     st,34.0502,-118.3924,10:00:00,morning,Wednesday,Wednesday,0 days,0 days,others,yes
2021-07-14,2021-07-11,Wilshire,theft from motor vehicle - grand ($950.01 and over),40,male,hospital,no weapon,Invest Cont,8700 w  beverly                      bl,34.0768,-118.3806,22:30:00,late night,Sunday,Wednesday,3 days,3 days,vehicle burglary/theft,yes
2021-07-14,2021-07-14,Rampart,intimate partner - aggravated assault,31,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Other,300 n  westlake                     av,34.0687,-118.2672,08:00:00,morning,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2021-07-15,2021-07-14,N Hollywood,burglary,39,male,market,no weapon,Invest Cont,12800    ventura                      bl,34.1448,-118.4115,21:32:00,late night,Wednesday,Thursday,1 days,1 days,burglary/theft/robbery,yes
2021-07-16,2021-07-15,Olympic,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,parking lot,no weapon,Invest Cont,1600 s  western                      av,34.0432,-118.309,19:30:00,evening,Thursday,Friday,1 days,1 days,vandalism,no
2021-07-16,2021-07-16,Southeast,battery - simple assault,27,male,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,88th                         st,33.9579,-118.287,18:30:00,early evening,Friday,Friday,0 days,0 days,battery/assault,yes
2021-07-16,2021-07-14,Southeast,battery - simple assault,39,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,1900 e  112th                        st,33.9334,-118.2364,17:46:00,early evening,Wednesday,Friday,2 days,2 days,battery/assault,yes
2021-07-18,2021-07-17,Van Nuys,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,15100    erwin                        st,34.183,-118.4629,18:00:00,early evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,no
2021-07-19,2021-07-16,Pacific,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,other business,no weapon,Invest Cont,12900    coral tree                   pl,33.9776,-118.4233,14:00:00,afternoon,Friday,Monday,3 days,3 days,vandalism,no
2021-07-19,2021-07-19,Harbor,"assault with deadly weapon, aggravated assault",51,male,bar/cocktail/nightclub,unknown weapon/other weapon,Invest Cont,300 w  7th                          st,33.7379,-118.2857,19:30:00,evening,Monday,Monday,0 days,0 days,battery/assault,yes
2021-07-19,2021-07-11,Harbor,theft of identity,35,female,single family dwelling,no weapon,Invest Cont,1100 w  23rd                         st,33.7234,-118.3035,07:00:00,morning,Sunday,Monday,8 days,8 days,burglary/theft/robbery,yes
2021-07-21,2021-07-14,Devonshire,shoplifting-grand theft ($950.01 & over),0,no victim,other business,no weapon,Invest Cont,9300    tampa                        av,34.244,-118.5583,20:45:00,evening,Wednesday,Wednesday,7 days,7 days,burglary/theft/robbery,no
2021-07-22,2021-07-22,Olympic,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,2800 w  7th                          st,34.0598,-118.2848,13:45:00,early afternoon,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,no
2021-07-22,2021-07-22,Devonshire,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,8700    lindley                      av,34.234,-118.5375,17:50:00,early evening,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,no
2021-07-22,2021-07-21,Mission,other assault,32,male,motel,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,8900 n  sepulveda                    bl,34.2347,-118.4677,13:30:00,early afternoon,Wednesday,Thursday,1 days,1 days,battery/assault,yes
2021-07-23,2021-07-23,Olympic,intimate partner - simple assault,0,female,"vehicle, passenger/truck","strong-arm (hands, fist, feet or bodily force)",Invest Cont,virgil                       av,34.0709,-118.2941,19:25:00,evening,Friday,Friday,0 days,0 days,battery/assault,yes
2021-07-23,2021-07-22,West LA,burglary,0,no victim,other business,no weapon,Invest Cont,11500 w  olympic                      bl,34.0362,-118.4445,19:00:00,evening,Thursday,Friday,1 days,1 days,burglary/theft/robbery,no
2021-07-24,2021-07-24,Van Nuys,"assault with deadly weapon, aggravated assault",22,female,alley,bottle,Invest Cont,14400    victory                      bl,34.1867,-118.4472,04:30:00,early morning,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-07-25,2021-07-24,Rampart,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,james m wood                 bl,34.05,-118.2714,18:00:00,early evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,no
2021-07-27,2021-07-06,N Hollywood,theft of identity,45,female,single family dwelling,no weapon,Invest Cont,12400    burbank                      bl,34.1797,-118.4014,08:30:00,morning,Tuesday,Tuesday,21 days,21 days,burglary/theft/robbery,yes
2021-07-29,2021-07-28,Hollywood,battery - simple assault,0,male,street,unknown weapon/other weapon,Invest Cont,santa monica,34.0907,-118.3266,18:40:00,early evening,Wednesday,Thursday,1 days,1 days,battery/assault,yes
2021-07-30,2021-07-29,Southwest,theft from motor vehicle - grand ($950.01 and over),44,female,garage/carport,no weapon,Invest Cont,4700    coliseum                     st,34.0179,-118.3492,20:45:00,evening,Thursday,Friday,1 days,1 days,vehicle burglary/theft,yes
2021-07-30,2021-07-30,Pacific,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,9200    airport                      bl,33.9523,-118.3906,21:00:00,late night,Friday,Friday,0 days,0 days,vehicle burglary/theft,no
2021-07-30,2021-07-30,Harbor,battery - simple assault,64,male,department store,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,200 w  anaheim                      st,33.7799,-118.2644,16:55:00,late afternoon,Friday,Friday,0 days,0 days,battery/assault,yes
2021-07-31,2021-07-31,Olympic,intimate partner - aggravated assault,62,female,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,2100 s  western                      av,34.038,-118.309,07:00:00,morning,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-07-31,2021-07-31,West Valley,"rape, attempted",25,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Other,6500    woodley                      av,34.189,-118.4836,06:00:00,early morning,Saturday,Saturday,0 days,0 days,sexual crimes,yes
2021-07-31,2021-07-31,Newton,"assault with deadly weapon, aggravated assault",38,male,street,bottle,Invest Cont,23rd                         st,34.0213,-118.2535,05:00:00,early morning,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-08-01,2021-08-01,Wilshire,theft from motor vehicle - petty ($950 & under),32,male,street,no weapon,Invest Cont,1600 s  redondo                      bl,34.0436,-118.3513,00:01:00,midnight,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,yes
2021-08-01,2021-08-01,Hollywood,trespassing,39,male,single family dwelling,no weapon,Invest Cont,1500 n  sierra bonita                av,34.098,-118.3539,07:15:00,morning,Sunday,Sunday,0 days,0 days,trespassing,yes
2021-08-01,2021-08-01,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,300 e  53rd                         st,33.9942,-118.2701,03:12:00,early morning,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,no
2021-08-02,2021-07-29,Central,burglary from vehicle,29,male,sidewalk,no weapon,Invest Cont,avery,34.045,-118.2347,23:50:00,late night,Thursday,Monday,4 days,4 days,vehicle burglary/theft,yes
2021-08-02,2021-08-01,Devonshire,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",20,female,other business,no weapon,Invest Cont,18000    devonshire                   st,34.2573,-118.5244,19:20:00,evening,Sunday,Monday,1 days,1 days,"crimes with firearms, bombs etc.",yes
2021-08-02,2021-08-02,West Valley,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,haskell                      av,34.2013,-118.4749,11:00:00,late morning,Monday,Monday,0 days,0 days,vehicle burglary/theft,no
2021-08-02,2021-08-02,Southwest,intimate partner - simple assault,44,male,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,1200 w  39th                         st,34.0155,-118.2974,07:00:00,morning,Monday,Monday,0 days,0 days,battery/assault,yes
2021-08-03,2021-08-03,77th Street,"assault with deadly weapon, aggravated assault",8,male,street,heckler & koch 93 semiautomatic assault rifle,Adult Other,65th                         st,33.9806,-118.2827,22:30:00,late night,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2021-08-03,2021-08-02,Foothill,"letters, lewd  -  telephone calls, lewd",31,male,single family dwelling,no weapon,Invest Cont,11400    arminta                      st,34.2135,-118.379,14:30:00,afternoon,Monday,Tuesday,1 days,1 days,sexual crimes,yes
2021-08-03,2021-08-01,Topanga,"vandalism - felony ($400 & over, all church vandalisms)",50,female,single family dwelling,no weapon,Adult Other,7500    jordan                       av,34.2065,-118.6029,15:00:00,afternoon,Sunday,Tuesday,2 days,2 days,vandalism,yes
2021-08-04,2021-08-03,77th Street,theft plain - petty ($950 & under),38,male,alley,no weapon,Invest Cont,s  broadway,33.9679,-118.2783,21:00:00,late night,Tuesday,Wednesday,1 days,1 days,burglary/theft/robbery,yes
2021-08-04,2021-07-30,Harbor,theft from motor vehicle - petty ($950 & under),44,male,street,no weapon,Invest Cont,23400    batey                        av,33.8109,-118.2996,15:30:00,afternoon,Friday,Wednesday,5 days,5 days,vehicle burglary/theft,yes
2021-08-06,2021-08-06,Topanga,attempted robbery,18,male,street,hand gun,Juv Arrest,canoga                       av,34.2198,-118.5975,22:40:00,late night,Friday,Friday,0 days,0 days,burglary/theft/robbery,yes
2021-08-06,2021-08-05,West Valley,burglary from vehicle,54,male,single family dwelling,no weapon,Invest Cont,5100    genesta                      av,34.163,-118.5033,12:06:00,early afternoon,Thursday,Friday,1 days,1 days,vehicle burglary/theft,yes
2021-08-06,2021-08-06,Pacific,intimate partner - simple assault,47,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,3100    barry                        av,34.0202,-118.4351,20:30:00,evening,Friday,Friday,0 days,0 days,battery/assault,yes
2021-08-08,2021-08-02,Mission,theft of identity,39,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,15100    parthenia                    st,34.2282,-118.4611,19:05:00,evening,Monday,Sunday,6 days,6 days,burglary/theft/robbery,yes
2021-08-09,2021-08-08,Hollenbeck,burglary from vehicle,49,female,parking lot,no weapon,Invest Cont,2400    whittier                     bl,34.0342,-118.2154,23:00:00,late night,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2021-08-09,2021-08-09,Northeast,intimate partner - simple assault,24,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Other,100 s  avenue 52,34.106,-118.1993,12:40:00,early afternoon,Monday,Monday,0 days,0 days,battery/assault,yes
2021-08-11,2021-07-02,Hollenbeck,"embezzlement, grand theft ($950.01 & over)",0,male,other business,no weapon,Invest Cont,1900    vineburn                     av,34.0649,-118.1898,00:05:00,midnight,Friday,Wednesday,40 days,1 months,burglary/theft/robbery,yes
2021-08-11,2021-08-10,Wilshire,"assault with deadly weapon, aggravated assault",47,male,gas station,"strong-arm (hands, fist, feet or bodily force)",Adult Other,6100 w  olympic                      bl,34.0611,-118.3681,18:40:00,early evening,Tuesday,Wednesday,1 days,1 days,battery/assault,yes
2021-08-12,2021-08-11,Hollywood,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1900    vista del mar                av,34.1052,-118.324,20:30:00,evening,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,no
2021-08-12,2021-08-12,Topanga,robbery,27,male,"multi-unit dwelling (apartment, duplex, etc)",unknown weapon/other weapon,Adult Arrest,21500    califa                       st,34.1772,-118.6002,00:15:00,midnight,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2021-08-13,2021-08-06,Central,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",23,female,parking lot,no weapon,Invest Cont,5th                          st,34.0474,-118.2496,20:00:00,evening,Friday,Friday,7 days,7 days,"crimes with firearms, bombs etc.",yes
2021-08-14,2021-08-14,Topanga,unauthorized computer access,40,male,single family dwelling,no weapon,Invest Cont,6300    jumilla                      av,34.1849,-118.5625,04:00:00,early morning,Saturday,Saturday,0 days,0 days,others,yes
2021-08-15,2021-08-04,Southwest,"vandalism - felony ($400 & over, all church vandalisms)",42,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,2900    exposition                   pl,34.0203,-118.3273,07:00:00,morning,Wednesday,Sunday,11 days,11 days,vandalism,yes
